Risk Pattern id,Risk Pattern name,Use case name,Threat id,Threat name,Threat desc,Threat references,Weakness id,Weakness name,Weakness desc,Weakness references,Countermeasure id,Countermeasure name,Countermeasure desc,Countermeasure test steps,Countermeasure references
HYDRAS-AWS-RDS,AWS RDS,Amazon Web Services,AWS-LOSS-CONTROL-ENV,Attackers gain unauthorized access to the control of the environment,"Attackers could gain unauthorized access to the control of the environment, due to
user accounts or role groups not being well defined and configured. Therefore, attackers
can make changes without root approval.",,AWS-IAM-2.7,The credentials for groups and roles are not configured,"The credentials for groups and roles are not correctly configured and there are user accounts
with more privileges than necessary.",,Hydras-AWS-RDS-02,Assign to IAM roles the permissions for RDS instances,"The following AWS managed policies, which you can attach to users in your account, are
specific to Amazon RDS:



-<b>AmazonRDSReadOnlyAccess:</b> Grants read-only access to all Amazon RDS
resources for the root AWS account.&nbsp;
-<b>AmazonRDSFullAccess:</b> Grants full access to all Amazon RDS resources
for the root AWS account.
You can also create custom IAM policies that allow users to access the required
Amazon RDS API actions and resources. You can attach these custom policies to the IAM users or
groups that require those permissions.



The permissions above shall be assigned to roles or groups:



-The roles or groups only do calls to the API to get information, the
AmazonRDSReadOnlyAccess permission shall be assigned.&nbsp;
-The roles or groups who are responsible of managing the RDS instances shall be
assigned the AmazonRDSFullAccess permission.","-Review the IAM roles and groups.&nbsp;
-Check that all roles or groups have got the AmazonRDSReadOnlyAccess permission.
-Check that only the appropriate personnel have got AmazonRDSFullAccess permissions
to manage the RDS instances.",
HYDRAS-AWS-RDS,AWS RDS,Amazon Web Services,UNAUTHORIZED-CONECTIONS-AWS,Attackers gain unauthorized connection to the resources,"Attackers could gain an unauthorized connection to the resources through
misconfigured ports or security network configurations.",,database-publically-accesible,Database is publically accesible,Everyones can access to the RDS database and get the data from the database.,,aws-tier-6.30,Do not publically accessible the RDS database,"Amazon Relational Database Service (RDS) is a managed relational database service which handles
routine database tasks such as provisioning, patching, backup, recovery, failure detection, and
repair.






There are 6 database engines available for customer to run their database workloads on:



-Amazon Aurora (MySQL Compatible)
-MySQL
-MariaDB
-Oracle
-Microsoft SQL Server
-PostgreSQL
Customers can deploy RDS databases within a VPC through the configuration of:



-Subnet Group for RDS, this group will be used for deployment of single or Multi-AZ RDS
instances.
-Network access through configuration of Security Groups for RDS
-Access from outside the VPC hosting the DB instance by enabling/disabling a Public IP
address







<b>Remediation:</b>


<div style="""">
Using the Amazon unified command line interface:

<div style="""">

-Modify each publicly accessible DB instance, and make it private:



<blockquote>
<blockquote>

<div style="""">
aws rds modify-db-instance --db-instance-identifier &lt;span style=&quot;font-style:
italic;&quot;&gt;&lt;your_db_instance&gt;&lt;/span&gt;
--no-publicly-accessible


</blockquote>
</blockquote>","Using the Amazon unified command line interface:



-Check if your application DB instances are publicly available:


<blockquote>
<blockquote>

aws rds describe-db-instances --filters Name=tag:&lt;span style=&quot;font-style:
italic;&quot;&gt;&lt;data_tier_tag&gt;&lt;/span&gt;,Values=&lt;span
style=&quot;font-style: italic;&quot;&gt;&lt;data_tier_tag_value&gt;&lt;/span&gt;
--query &quot;DBInstances[*].{PubliclyAccessible:PubliclyAccessible,
DBInstanceIdentifier:DBInstanceIdentifier}&quot;

</blockquote>
</blockquote>","http://docs.aws.amazon.com/cli/latest/reference/rds/describe-db-instances.html
http://docs.aws.amazon.com/cli/latest/reference/rds/modify-db-instance.htm"
HYDRAS-AWS-RDS,AWS RDS,Amazon Web Services,UNAUTHORIZED-CONECTIONS-AWS,Attackers gain unauthorized connection to the resources,"Attackers could gain an unauthorized connection to the resources through
misconfigured ports or security network configurations.",,AWS-Network-5.2,Networks for Amazon resources are not properly segmentated.,"Resources in the same VNet are compromised because when one of them is attacked and the
attackers gain access, they also gain access to all resources.",,aws-tier-3.5,Enable Multi-AZ on RDS,"Amazon Relational Database Service (RDS) is a managed relational database service which handles
routine database tasks such as provisioning, patching, backup, recovery, failure detection, and
repair.






There are 6 database engines available for customer to run their database workloads on:



-Amazon Aurora (MySQL Compatible)
-MySQL
-MariaDB
-Oracle
-Microsoft SQL Server
-PostgreSQL








Provides AWS managed high availability of the Database Tier across 2 availability zones within a
region through asynchronous replication at the data layer.







<b>Remediation:</b>


<div style="""">
Using the Amazon unified command line interface:

<div style="""">

-Modify each no-multi-az DB instance, and make it Multi-AZ enabled:



<blockquote>
<blockquote>

<div style="""">
aws rds modify-db-instance --db-instance-identifier &lt;span style=&quot;font-style:
italic;&quot;&gt;&lt;your_db_instance&gt;&lt;/span&gt; --multi-az


</blockquote>
</blockquote>","Using the Amazon unified command line interface:



-Check if your application DB instances are Multi-AZ enabled:


<blockquote>
<blockquote>

aws rds describe-db-instances --filters Name=tag:&lt;span style=&quot;font-style:
italic;&quot;&gt;&lt;data_tier_tag&gt;&lt;/span&gt;,Values=&lt;span
style=&quot;font-style: italic;&quot;&gt;&lt;data_tier_tag_value&gt;&lt;/span&gt;
--query &quot;DBInstances[*].{MultiAZ:MultiAZ,
DBInstanceIdentifier:DBInstanceIdentifier}&quot;

</blockquote>
</blockquote>","http://docs.aws.amazon.com/cli/latest/reference/rds/describe-db-instances.html
http://docs.aws.amazon.com/cli/latest/reference/rds/modify-db-instance.htm"
HYDRAS-AWS-RDS,AWS RDS,Amazon Web Services,UNAUTHORIZED-CONECTIONS-AWS,Attackers gain unauthorized connection to the resources,"Attackers could gain an unauthorized connection to the resources through
misconfigured ports or security network configurations.",,no-access-control-onrds,Not access control on RDS databases,"It doesn't exist any access control in the RDS database resources and any user can gain access
to this database and get the data of it.",,aws-tier-6.34,Configure RDS database to use the Data Tier Security Group,"Amazon Relational Database Service (RDS) is a managed relational database service which handles
routine database tasks such as provisioning, patching, backup, recovery, failure detection, and
repair.






There are 6 database engines available for customer to run their database workloads on:



-Amazon Aurora (MySQL Compatible)
-MySQL
-MariaDB
-Oracle
-Microsoft SQL Server
-PostgreSQL



Customers can deploy RDS databases within a VPC through the configuration of:



-Subnet Group for RDS, this group will be used for deployment of single or Multi-AZ RDS
instances.
-Network access through configuration of Security Groups for RDS
-Access from outside the VPC hosting the DB instance by enabling/disabling a Public IP
address
-Network access to the managed Data-Tier must be tightly controlled using Security
Groups for RDS and non local accessibility of the DB instance.







<b>Remedation: </b>


<div style="""">
Using the Amazon unified command line interface:

<div style="""">

-Modify each non-compliant DB instance, and configure it to use the Data Tier Security
Group:



<blockquote>
<blockquote>

<div style="""">
aws rds modify-db-instance --db-instance-identifier &lt;&lt;em&gt;your_db_instance&lt;/em&gt;&gt;
--vpc-security-group-ids &lt;&lt;em&gt;data_tier_security_group&lt;/em&gt;&gt;


</blockquote>
</blockquote>","Using the Amazon unified command line interface:



-Check if your application DB instances are configured to use the Data Tier
Security Group:


<blockquote>
<blockquote>

aws rds describe-db-instances --filters Name=tag:&lt;&lt;em&gt;data_tier_tag&lt;/em&gt;&gt;,Values=&lt;&lt;em&gt;data_tier_tag_value&lt;/em&gt;&gt;
--query &quot;DBInstances[*].{VpcSecurityGroups:VpcSecurityGroups,
DBInstanceIdentifier:DBInstanceIdentifier}&quot;

</blockquote>
</blockquote>","http://docs.aws.amazon.com/cli/latest/reference/rds/describe-db-instances.html
http://docs.aws.amazon.com/cli/latest/reference/rds/modify-db-instance.htm"
HYDRAS-AWS-RDS,AWS RDS,Amazon Web Services,UNAUTHORIZED-ACCESS-SECURITY-SYSTEMS-AWS,Attackers gain undetected access to the security system configurations,"Attackers could gain undetected access to the security configurations and the changes of
the attackers could not be detected and audited.",,no-notification-incident,Not notification when an incident occurs,"There is no notification when any security incident occurs. Therefore, we don't know when an
attacker gain access to our systems or/and security systems",,aws-tier-4.3,Enable Event subscriptions for Instance level events on RDS,"AWS Relational Database Services offers customers a managed database engine solution for hosting
customer created databases which can allow for a reduction in operational burden on customers.






RDS event subscriptions provide notification of selected event changes at Data Base engine level
such as:



-Deletion
-Failure
-Failover
-Low Storage
-Maintentance



Event subscriptions are designed to provide incident notification of events which may affect the
availability of a RDS database instance.






<b>Remediation:</b>


<div style="""">
Using the Amazon unified CLI:

<div style="""">

-Create a new event subscription for DB instance level events:



<blockquote>
<blockquote>

<div style="""">
aws rds create-event-subscription --subscription-name &lt;span style=&quot;font-style:
italic;&quot;&gt;&lt;rds_event_subscription&gt; &lt;/span&gt;--sns-topic-arn
&lt;span style=&quot;font-style: italic;&quot;&gt;&lt;&lt;/span&gt;&lt;span
style=&quot;font-style: italic;&quot;&gt;sns_topic_arn&gt;&lt;/span&gt;
--source-type db-instance --event-categories &lt;em&gt;&lt;rds_events&gt;&lt;/em&gt;
--source-ids &lt;em&gt;&lt;events_source_ids&gt;&lt;/em&gt; --enabled


</blockquote>
</blockquote>","Using the Amazon unified CLI:



-List all present event subscriptions and review the value of &quot;db-instance&quot;
associated with &quot;SourceType&quot; element:


<blockquote>
<blockquote>

aws rds describe-event-subscriptions --query
'EventSubscriptionsList[*].{SourceType:SourceType, SourceIdsList:SourceIdsList,
EventCategoriesList:EventCategoriesList}'





</blockquote>
</blockquote>

&quot;EventCategoriesList&quot; will list all event categories which will be
reported on


&quot;SourceIdsList&quot; will list all RDS DB instances included (null=all
instances)","http://docs.aws.amazon.com/cli/latest/reference/rds/create-event-subscription.html
http://docs.aws.amazon.com/cli/latest/reference/rds/describe-event-subscriptions.html
http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_Events.html#USER_Events.Message"
HYDRAS-AWS-RDS,AWS RDS,Amazon Web Services,UNAUTHORIZED-ACCESS-SECURITY-SYSTEMS-AWS,Attackers gain undetected access to the security system configurations,"Attackers could gain undetected access to the security configurations and the changes of
the attackers could not be detected and audited.",,no-notification-incident,Not notification when an incident occurs,"There is no notification when any security incident occurs. Therefore, we don't know when an
attacker gain access to our systems or/and security systems",,aws-tier-4.4,Enable event subscriptions for DB security on RDS,"AWS Relational Database Services offers customers a managed database engine solution
for hosting customer created databases which can allow for a reduction in operational burden on
customers.
RDS event subscriptions provide notification of selected event changes at a DB security
group level.
Event subscriptions are designed to provide incident notification of events which may
affect the network availability of the RDS instance.
<b>Remediation:</b>
Using the Amazon unified CLI:


-Create a new event subscription for DB Security Group events:



<blockquote>
<blockquote>
aws rds create-event-subscription --subscription-name &lt;span style=&quot;font-style:
italic;&quot;&gt;&lt;rds_event_subscription&gt; &lt;/span&gt;--sns-topic-arn
&lt;span style=&quot;font-style: italic;&quot;&gt;&lt;&lt;/span&gt;&lt;span
style=&quot;font-style: italic;&quot;&gt;sns_topic_arn&gt;&lt;/span&gt;
--source-type db-security-group --event-categories &lt;em&gt;&lt;rds_events&gt;&lt;/em&gt;
--source-ids &lt;em&gt;&lt;events_source_ids&gt;&lt;/em&gt; --enabled
</blockquote>
</blockquote>","Using the Amazon unified CLI:



-List all present event subscriptions and review the value of &quot;db-security-group&quot;
associated with &quot;SourceType&quot; element:


<blockquote>
<blockquote>

aws rds describe-event-subscriptions --query
'EventSubscriptionsList[*].{SourceType:SourceType, SourceIdsList:SourceIdsList,
EventCategoriesList:EventCategoriesList}'





</blockquote>
</blockquote>

&quot;EventCategoriesList&quot; will list all event categories which will be
reported on


&quot;SourceIdsList&quot; will list all RDS DB instances included (null=all
instances)",
HYDRAS-AWS-RDS,AWS RDS,Amazon Web Services,DATA-DELETED-EASY-AWS,Data is intentionally or accidentally deleted,"Data can be deleted intentionally or accidentally, and the data cannot be
recovered because there are not recovery systems for these scenarios or the data is easy
to delete it.",,NOT_BACKUP_POLICIES,Not backup retention policies,It doesn't exists any retention policy to do backups of data.,,aws-tier-3.7,Set Backup retention policy on RDS,"Amazon Relational Database Service (RDS) is a managed relational database service which handles
routine database tasks such as provisioning, patching, backup, recovery, failure detection, and
repair.






There are 6 database engines available for customer to run their database workloads on:



-Amazon Aurora (MySQL Compatible)
-MySQL
-MariaDB
-Oracle
-Microsoft SQL Server
-PostgreSQL




Provides a managed backup function of the RDS Database, it is possible to define the backup
window and retention period of the backup. Each customer should have a retention policy set for
the type of data being stored. Recommend setting this to at least 7.






Possible values are from 0 to 35 days.







<b>Remediation:</b>


<div style="""">
Using the Amazon unified command line interface:

<div style="""">

-Modify each DB instance with Backup Retention Period of 0, and set a desired Backup
Retention Period in days (recommended value = 7):



<blockquote>
<blockquote>

<div style="""">
aws rds modify-db-instance --db-instance-identifier &lt;span style=&quot;font-style:
italic;&quot;&gt;&lt;your_db_instance&gt;&lt;/span&gt;
--backup-retention-period &lt;em&gt;&lt;backup_retention_period&gt;&lt;/em&gt;


</blockquote>
</blockquote>","Using the Amazon unified command line interface:



-Check if your application DB instances have a Backup Retention Period set (0 =
there is no backup retention in place, 7 = there are 7 daily backups retained):


<blockquote>
<blockquote>

aws rds describe-db-instances --filters Name=tag:&lt;span style=&quot;font-style:
italic;&quot;&gt;&lt;data_tier_tag&gt;&lt;/span&gt;,Values=&lt;span
style=&quot;font-style: italic;&quot;&gt;&lt;data_tier_tag_value&gt;&lt;/span&gt;
--query &quot;DBInstances[*].{BackupRetentionPeriod:BackupRetentionPeriod,
DBInstanceIdentifier:DBInstanceIdentifier}&quot;

</blockquote>
</blockquote>","http://docs.aws.amazon.com/cli/latest/reference/rds/describe-db-instances.html
http://docs.aws.amazon.com/cli/latest/reference/rds/modify-db-instance.htm"
HYDRAS-AWS-RDS,AWS RDS,Amazon Web Services,ACCESS-TO-DATA-AWS,Sensitive data is compromised through unauthorized access to data,"Attackers can gain access to sensitive data when the data is in transit in clear text,
or when the data is stored without encryption.",,AWS-S3-7.4,Sensitive data is accessible,Sensitive data is not encrypted and is exposed.,,aws-tier-1.4,Enable the encryption at rest for Databases running on RDS,"Amazon RDS instances and snapshots can be encrypted at rest by enabling the encryption option on
the Amazon RDS DB instance. Data that is encrypted at rest includes the underlying storage for a
DB instance, its automated backups, read replicas, and snapshots. The encryption at rest shall
be enabled.






<b>Remediation:</b>


Using the Amazon unified CLI:



-Perform a snapshot of the DB instance:


<blockquote>
<blockquote>

aws rds create-db-snapshot --db-snapshot-identifier &lt;em&gt;&lt;db_snapshot&gt;&lt;/em&gt;
--db-instance-identifier &lt;em&gt;&lt;your_db_instance&gt;&lt;/em&gt;

</blockquote>
</blockquote>


-Confirm created snapshot is available (once snapshot process has completed):


<blockquote>
<blockquote>

<pre> aws rds describe-db-snapshots --query
'DBSnapshots[*].{DBSnapshotIdentifier:DBSnapshotIdentifier,
DBInstanceIdentifier:DBInstanceIdentifier, Snapshotstatus:Status}' </pre>

</blockquote>
</blockquote>


-List all KMS Customer Managed Keys:


<blockquote>
<blockquote>

<pre> aws kms list-aliases </pre>

</blockquote>
</blockquote>


-Copy to source RDS snapshot (from previous step) to a destination snapshot which will
be encrypted:


<blockquote>
<blockquote>
aws rds copy-db-snapshot --source-db-snapshot-identifier &lt;em&gt;&lt;db_snapshot&gt;&lt;/em&gt;&nbsp;
--target-db-snapshot-identifier &lt;em&gt;&lt;encrypted_db_snapshot&gt;&lt;/em&gt;
--kms-key-id &lt;em&gt;&lt;data_tier_kms_key&gt;&lt;/em&gt;
</blockquote>
</blockquote>

-Restore a snapshot to the target DB instance(from previous step) with same values as
original db instance with additional encrypted storage values:

<blockquote>
<blockquote>

<pre>aws rds restore-db-instance-from-db-snapshot --db-instance-identifier &lt;em&gt;&lt;your_db_instance&gt;&lt;/em&gt;
--db-snapshot-identifier &lt;em&gt;&lt;encrypted_db_snapshot&gt;&lt;/em&gt;</pre>

</blockquote>
</blockquote>","Using the Amazon unified CLI:

-List all current RDS instances and review the encryption status of the DB
instance:

<blockquote>
<blockquote>
<pre>aws rds describe-db-instances --query 'DBInstances[*].{DBName:DBName,
EncryptionEnabled:StorageEncrypted, CMK:KmsKeyId}'</pre>
</blockquote>
</blockquote>","http://docs.aws.amazon.com/cli/latest/reference/rds/copy-db-snapshot.html
http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_CopySnapshot.html
http://docs.aws.amazon.com/cli/latest/reference/rds/create-db-instance.html
http://docs.aws.amazon.com/cli/latest/reference/rds/create-db-snapshot.html
http://docs.aws.amazon.com/cli/latest/reference/rds/describe-db-instances.html
http://docs.aws.amazon.com/cli/latest/reference/rds/describe-db-snapshots.html
http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Overview.Encryption.html
http://docs.aws.amazon.com/cli/latest/reference/kms/list-aliases.htm"
HYDRAS-AWS-RDS,AWS RDS,Amazon Web Services,ACCESS-TO-DATA-AWS,Sensitive data is compromised through unauthorized access to data,"Attackers can gain access to sensitive data when the data is in transit in clear text,
or when the data is stored without encryption.",,AWS-S3-7.3,Sensitive data is exposed in transit,"Sensitive data is not encrypted in transit with HTTPS or SSL, and this data is accessible
whilst traversing the network.",,Hydras-AWS-RDS-01,Use SSL to Encrypt the connection to a DB Instance,"Use SSL from your application to encrypt a connection to a DB instance running MySQL, MariaDB,
Amazon Aurora, SQL Server, Oracle, or PostgreSQL. Each DB engine has its own process for
implementing SSL. To learn how to implement SSL for your particular DB instance, please see link
provided in &quot;References&quot; section.",Check that the SSL protocol is used to encrypt the data in transit.,
HYDRAS-AWS-S3,AWS S3,Amazon Web Services,DATA-DELETED-EASY-AWS,Data is intentionally or accidentally deleted,"Data can be deleted intentionally or accidentally, and the data cannot be
recovered because there are not recovery systems for these scenarios or the data is easy
to delete it.",,AWS-S3-7.1,Backup is not created,"The sensitive data cannot be recovered because there is not any method to do a backup or to do
versions of the data.",,Hydras-AWS-S3-7.1,Configure S3 bucket versioning for sensitive data,"Amazon Simple Storage Service is storage for the Internet. It is designed to make web-scale
computing easier for developers.



Amazon S3 has a simple web services interface that you can use to store and retrieve
any amount of data, at any time, from anywhere on the web. It gives any developer access to the
same highly scalable, reliable, fast, inexpensive data storage infrastructure that Amazon uses
to run its own global network of web sites.



To add an extra layer of security to data stored within S3 it is possible to enable
object versioning. Object versioning enables the recovery of objects from accidental overwrite
or accidental deletion. If an object is deleted, instead of being removed, S3 write a delete
marker which becomes the current version that means previous versions can always be recovered.
It is recommended that versioning be enabled for buckets storing sensitive data.



<b>Remediation:
</b>

<blockquote>

aws s3api put-bucket-versioning --bucket my-bucket --versioning-configuration Status=Enabled

</blockquote>

Content provided by <a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>","<blockquote>
aws s3api get-bucket-versioning --bucket my-bucket&nbsp;
</blockquote>If you don't see &quot;Status&quot;: &quot;Enabled&quot;
then your bucket has no versioning enabled.",
HYDRAS-AWS-S3,AWS S3,Amazon Web Services,DATA-DELETED-EASY-AWS,Data is intentionally or accidentally deleted,"Data can be deleted intentionally or accidentally, and the data cannot be
recovered because there are not recovery systems for these scenarios or the data is easy
to delete it.",,AWS-S3-7.2,Data is easily removed,"Someone without credentials can remove sensitive data, the remove function is not protected
for an MFA.",,Hydras-AWS-S3-7.2,Use S3 MFA to delete sensitive information,"Amazon Simple Storage Service is storage for the Internet. It is designed to make web-scale
computing easier for developers.



Amazon S3 has a simple web services interface that you can use to store and retrieve
any amount of data, at any time, from anywhere on the web. It gives any developer access to the
same highly scalable, reliable, fast, inexpensive data storage infrastructure that Amazon uses
to run its own global network of web sites.



To add an extra layer of security to data stored within S3 the account owner (root)
can enable MFA Delete which means that buckets and the objects within them can only be deleted
with the use of Multi-factor authentication device. It is recommended to enable MFA Delete on
any buckets containing sensitive data to protect against accidental deletion

Remediation

1. aws s3api put-bucket-versioning --bucket my-bucket --versioning-configuration
Status=Enabled,MFADelete=Enabled


Content provided by <a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>","<blockquote>
aws s3api get-bucket-versioning --bucket my-bucket&nbsp;
</blockquote>

If you don't see &quot;MFADelete&quot;: &quot;Enabled&quot; then your bucket
has no MFA delete enabled.",
HYDRAS-AWS-S3,AWS S3,Amazon Web Services,ACCESS-TO-DATA-AWS,Sensitive data is compromised through unauthorized access to data,"Attackers can gain access to sensitive data when the data is transit in clear
text or when the data is stored without encryption.",,AWS-S3-7.4,Sensitive data are accessible,Sensitive data are not encrypted and the sensitive data is exposed.,,Hydras-AWS-S3-7.4,Encrypt sensitive data at rest with KMS,"Amazon Simple Storage Service is storage for the Internet. It is designed to make web-scale
computing easier for developers.



Amazon S3 has a simple web services interface that you can use to store and retrieve
any amount of data, at any time, from anywhere on the web. It gives any developer access to the
same highly scalable, reliable, fast, inexpensive data storage infrastructure that Amazon uses
to run its own global network of web sites.



To ensure that sensitive data is encrypted at rest you can use AWS KMS–managed
keys (SSE-KMS). This provides several advantages:&nbsp;

-You can create and manage the CMK encryption keys yourself.&nbsp;
-You can use a single CMK to encrypt and decrypt log files for multiple accounts across
all regions.&nbsp;
-You have control over who can use your key for encrypting and decrypting CloudTrail
log files. You can assign permissions for the key to the users in your organization according to
your requirements.&nbsp;
-You have enhanced security. With this feature, in order to read log files, you now
need to meet two conditions: 1) you must have S3 read permission on the bucket, and 2) you must
be granted decrypt permission by the CMK policy.&nbsp;


It is recommended to encrypt all sensitive data with SSE-KMS to avoid undue
exclosure of information and provide an extra layer of security.



<b>Remediation:</b>

The following example shows how to upload data using AWS KMS Encryption:



<blockquote>

aws s3api put-object --bucket &lt;my_bucket&gt; --server-side-encryption aws:kms
--ssekms-key-id &lt;kms_key_id&gt; --key &lt;object_to_upload&gt;

</blockquote>

Content provided by <a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>","<blockquote>
aws s3api head-object --bucket &lt;my_bucket&gt; --key &lt;my_key&gt;
</blockquote>Look for the line &quot;ServerSideEncryption&quot; and verify
that it is set to &quot;aws:kms&quot; which indicates KMS Encryption.",
HYDRAS-AWS-S3,AWS S3,Amazon Web Services,ACCESS-TO-DATA-AWS,Sensitive data is compromised through unauthorized access to data,"Attackers can gain access to sensitive data when the data is transit in clear
text or when the data is stored without encryption.",,AWS-S3-7.3,Sensitive data is exposed in transit,"The sensitive data is not encrypted in transit with HTTPS or SSL, and the data is accessible
in the canal.",,Hydras-AWS-S3-7.3,Enforce HTTPS for sensitive information,"Amazon Simple Storage Service is storage for the Internet. It is designed to make web-scale
computing easier for developers.



Amazon S3 has a simple web services interface that you can use to store and retrieve
any amount of data, at any time, from anywhere on the web. It gives any developer access to the
same highly scalable, reliable, fast, inexpensive data storage infrastructure that Amazon uses
to run its own global network of web sites.



To ensure that data is only accessible via HTTPS (as opposed to both HTTP and HTTPS)
it is possible to add a condition to the S3 bucket policy. It is recommended to enable this for
any bucket containing sensitive data to ensure that data is encrypted in transit.



<b>Remediation:
</b>The following is an example of how to create an S3
bucket policy that enforces HTTPS/SSL only



-Sign in to the AWS Management Console (with S3 update privileges)&nbsp;
-Go to the S3 Service on the AWS Console&nbsp;
-Select a bucket under &quot;All buckets&quot;&nbsp;
-Click the properties tab&nbsp;
-Under the permissions select &quot;Add a bucket policy&quot;&nbsp;
-Add the following policy to ensure all objects are accessed via https only&nbsp;


<blockquote>
<blockquote>

<i> {</i>

</blockquote>
</blockquote>
<blockquote>
<blockquote>

<i> &quot;Statement&quot;:[</i>
<i>{</i>

</blockquote>
</blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>

<i> &quot;Action&quot;: &quot;s3:*&quot;,</i>


<i>&quot;Effect&quot;:&quot;Allow&quot;,</i>


<i>&quot;Principal&quot;: &quot;*&quot;,</i>


<i>&quot;Resource&quot;:&quot;arn:aws:s3:::bucketname/*&quot;,</i>


<i>&quot;Condition&quot;:{</i>

</blockquote>
</blockquote>
</blockquote>
</blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>

<i>&quot;Bool&quot;:</i>

</blockquote>
</blockquote>
</blockquote>
</blockquote>
</blockquote>
</blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>

<i>{&nbsp;</i>

</blockquote>
</blockquote>
</blockquote>
</blockquote>
</blockquote>
</blockquote>
</blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>

<i>&quot;aws:SecureTransport&quot;: true&nbsp;</i>

</blockquote>
</blockquote>
</blockquote>
</blockquote>
</blockquote>
</blockquote>
</blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>

<i>}</i>

</blockquote>
</blockquote>
</blockquote>
</blockquote>
</blockquote>
</blockquote>
</blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>
<i>}</i>
</blockquote>
</blockquote>
</blockquote>
</blockquote>
</blockquote>
</blockquote>
<blockquote>
<blockquote>
<blockquote>
<blockquote>

<i> }</i>
<i>]</i>

</blockquote>
</blockquote>
</blockquote>
</blockquote>
<blockquote>
<blockquote>

<i>} </i>

</blockquote>
</blockquote>


-Click &quot;&quot;Save&quot;&nbsp;

Content provided by <a href=""https://hydrasit.com"" target=""_blank""> Hydras IT LTD</a>","The following checks that HTTPS is forced on a bucket policy:&nbsp;



-Sign in to the AWS Management Console (with S3 update privileges).&nbsp;
-Go to the S3 Service on the AWS Console.
-Select the S3 bucket under &quot;All buckets&quot;.&nbsp;
-Click the &quot;properties&quot; tab.
-Click &quot;edit bucket policy&quot;.&nbsp;
-In the policy document check for the presence of the line &quot;Condition&quot;:
{&quot;Bool&quot;: {&quot;aws:SecureTransport&quot;: &quot;true&quot;}}&nbsp;
-In the same statement as &quot;Effect&quot;:&quot;Allow&quot;,",
